Id,Name,DOB
Pattean01,Andrae Patterson,11/12/1975
Barrean01,Andre Barrett,2/21/1982
Brownan01,Andre Brown,5/12/1981
Mccaran01,Andre McCarter,8/25/1953
Moorean01,Andre Moore,7/2/1964
Owensan01,Andre Owens,10/31/1980
Spencan01,Andre Spencer,7/20/1964
Turnean01,Andre Turner,12/13/1964
Wakefan01,Andre Wakefield,1/11/1955
Declean01,Andrew DeClercq,2/1/1973
Gazean01,Andrew Gaze,7/24/1965
Langan01,Andrew Lang,6/28/1966
Levanan01,Andrew Levane,4/11/1920
Toneyan01,Andrew Toney,11/23/1957
Duncaan01,Andy Duncan,4/17/1922
Odonnan01,Andy O'Donnell,3/10/1925
Phillan01,Andy Phillip,3/7/1922
Toolsan01,Andy Toolson,1/19/1966
Walkean01,Andy Walker,3/25/1955
Sesayan01,Ansu Sesay,7/29/1976
Aventan01,Anthony Avent,10/18/1969
Bonnean01,Anthony Bonner,6/8/1968
Bowiean01,Anthony Bowie,11/9/1963
Cookan01,Anthony Cook,3/19/1967
Fredean01,Anthony Frederick,12/7/1964
Goldwan01,Anthony Goldwire,9/6/1971
Grundan01,Anthony Grundy,4/15/1979
Johnsan02,Anthony Johnson,10/2/1974
Jonesan01,Anthony Jones,9/13/1962
Masonan01,Anthony Mason,12/14/1966
Millean01,Anthony Miller,10/22/1971
Peelean01,Anthony Peeler,11/25/1969
Pullaan01,Anthony Pullard,6/23/1966
Roberan02,Anthony Roberson,2/14/1983
Roberan01,Anthony Roberts,4/15/1955
Tayloan01,Anthony Taylor,11/30/1965
Tuckean01,Anthony Tucker,4/4/1969
Carran01,Antoine Carr,7/23/1961
Rigauan01,Antoine Rigaudeau,12/17/1971
Wrighan01,Antoine Wright,2/6/1984
Anderan02,Antonio Anderson,6/5/1985
Burksan01,Antonio Burks,2/25/1980
Daniean01,Antonio Daniels,3/19/1975
Davisan01,Antonio Davis,10/31/1968
Harvean01,Antonio Harvey,7/6/1970
Langan02,Antonio Lang,5/15/1972
Fotsian01,Antonis Fotsis,4/1/1981
Clarkar01,Archie Clark,7/15/1941
Deesar01,Archie Dees,2/22/1936
Maughar01,Ariel Maughan,2/23/1923
Gilliar01,Armen Gilliam,5/28/1964
Hillar01,Armond Hill,3/31/1953
Ferriar01,Arnie Ferrin,7/29/1925
Risenar01,Arnie Risen,10/9/1924
Burriar01,Art Burris,4/7/1924
Colliar01,Art Collins,4/14/1954
Harriar01,Art Harris,1/13/1947
Heymaar01,Art Heyman,6/24/1941
Longar01,Art Long,10/1/1972
Spectar01,Art Spector,10/17/1920
Spoelar01,Art Spoelstra,9/11/1932
Kramear01,Arvid Kramer,10/2/1956
Macijar01,Arvydas Macijauskas,1/19/1980
Sabonar01,Arvydas Sabonis,12/19/1964
Amayaas01,Ashraf Amaya,11/23/1971
Jonesas01,Askia Jones,12/3/1971
Norriau01,Audie Norris,12/18/1960
Carrau01,Austin Carr,3/10/1948
Croshau01,Austin Croshere,5/1/1975
Johnsav01,Avery Johnson,3/25/1965
Storeaw01,Awvee Storey,4/18/1977
Armstbj01,B.J. Armstrong,9/9/1967
Tylerbj01,B.J. Tyler,4/30/1971
Howelba01,Bailey Howell,1/20/1937
Cableba01,Barney Cable,7/29/1935
Krameba01,Barry Kramer,11/10/1942
Nelsoba01,Barry Nelson,9/19/1949
Ormsba01,Barry Orms,5/1/1946
Steveba01,Barry Stevens,1/17/1963
Sumptba01,Barry Sumpter,11/11/1965
Yatesba01,Barry Yates,1/30/1946
Kofoeba01,Bart Kofoed,3/24/1964
Govedba01,Bato Govedarica,4/17/1928
Forreba01,Bayard Forrest,7/8/1954
Smawlbe01,Belus Smawley,3/20/1918
Clydebe01,Ben Clyde,6/10/1951
Colembe01,Ben Coleman,11/14/1961
Davisbe01,Ben Davis,12/26/1972
Gillebe01,Ben Gillery,9/19/1965
Handlbe01,Ben Handlogten,11/16/1973
Kelsobe01,Ben Kelso,4/11/1949
Mcdonbe01,Ben McDonald,7/20/1962
Poquebe01,Ben Poquette,5/7/1955
Warlebe01,Ben Warley,9/4/1936
Swainbe01,Bennie Swain,12/16/1933
Benjabe01,Benoit Benjamin,11/22/1964
Kingbe01,Bernard King,12/4/1956
Robinbe01,Bernard Robinson,12/26/1980
Thompbe01,Bernard Thompson,8/30/1962
Toonebe01,Bernard Toone,7/14/1956
Fryerbe01,Bernie Fryer,12/25/1949
Harribe01,Bernie Harris,11/26/1950
Willibe01,Bernie Williams,12/30/1945
Cookbe01,Bert Cook,4/26/1929
Bolgebi01,Bill Bolger,8/21/1931
Bradlbi01,Bill Bradley,7/28/1943
Bridgbi01,Bill Bridges,4/4/1939
Buntibi01,Bill Buntin,5/5/1942
Calhobi01,Bill Calhoun,11/4/1927
Cartwbi01,Bill Cartwright,7/30/1957
Chambbi01,Bill Chamberlain,12/16/1949
Clossbi01,Bill Closs,1/8/1922
Curlebi01,Bill Curley,5/29/1972
Dinwibi01,Bill Dinwiddie,7/15/1943
Ebbenbi01,Bill Ebben,10/7/1935
Edwarbi01,Bill Edwards,9/22/1971
Garnebi02,Bill Garnett,4/22/1960
Hanzlbi01,Bill Hanzlik,12/6/1957
Henrybi01,Bill Henry,12/27/1924
Hermabi01,Bill Herman,5/17/1924
Hewitbi01,Bill Hewitt,8/8/1944
Jonesbi01,Bill Jones,3/18/1966
Martibi01,Bill Martin,8/16/1962
Mayfibi01,Bill Mayfield,10/17/1957
Mcgilbi01,Bill McGill,9/16/1939
Melchbi01,Bill Melchionni,10/19/1944
Mlkvybi01,Bill Mlkvy,1/19/1931
Robinbi01,Bill Robinzine,1/20/1953
Russebi01,Bill Russell,2/12/1934
Sharmbi01,Bill Sharman,5/25/1926
Smithbi01,Bill Smith,4/26/1939
Stricbi01,Bill Stricker,1/22/1948
Thiebbi01,Bill Thieben,3/28/1935
Toshebi01,Bill Tosheff,6/2/1926
Turnebi01,Bill Turner,2/18/1944
Waltobi01,Bill Walton,11/5/1952
Wennibi01,Bill Wennington,4/26/1963
Willobi01,Bill Willoughby,5/20/1957
Zopfbi01,Bill Zopf,6/7/1948
Cunnibi01,Billy Cunningham,6/3/1943
Donovbi01,Billy Donovan,5/30/1965
Hassebi01,Billy Hassett,10/21/1921
Knighbi01,Billy Knight,6/9/1952
Mckinbi01,Billy McKinney,6/5/1955
Owensbi01,Billy Owens,5/1/1969
Paultbi01,Billy Paultz,7/30/1948
Reidbi01,Billy Reid,9/10/1957
Thomabi01,Billy Thomas,12/23/1975
Thompbi01,Billy Thompson,12/1/1963
Colesbi01,Bimbo Coles,4/22/1968
Smithbi02,Bingo Smith,2/26/1946
Delebi01,Bison Dele,4/6/1969
Dennibl01,Blaine Denning,9/19/1930
Rasmubl01,Blair Rasmussen,11/13/1962
Edwarbl01,Blue Edwards,10/31/1965
Ellisbo02,Bo Ellis,8/8/1954
Eriasbo01,Bo Erias,7/30/1932
Kimblbo01,Bo Kimble,4/9/1966
Lamarbo01,Bo Lamar,4/7/1951
Outlabo01,Bo Outlaw,4/13/1971
Allenbo01,Bob Allen,7/17/1946
Anderbo01,Bob Anderegg,8/24/1937
Armstbo01,Bob Armstrong,6/17/1933
Arnzebo01,Bob Arnzen,11/3/1947
Bigelbo01,Bob Bigelow,12/26/1953
Boozebo01,Bob Boozer,4/26/1937
Brannbo01,Bob Brannum,5/28/1925
Brownbo01,Bob Brown,11/12/1923
Burrobo01,Bob Burrow,6/29/1934
Carnebo01,Bob Carney,8/3/1932
Carpebo01,Bob Carpenter,11/6/1917
Carribo01,Bob Carrington,7/3/1953
Cousybo01,Bob Cousy,8/9/1928
Dandrbo01,Bob Dandridge,11/15/1947
Daviebo01,Bob Davies,1/15/1920
Davisbo01,Bob Davis,4/2/1950
Dollbo01,Bob Doll,8/10/1919
Donhabo01,Bob Donham,10/11/1926
Duffybo02,Bob Duffy,9/26/1940
Elliobo01,Bob Elliott,8/18/1955
Evansbo01,Bob Evans,5/31/1925
Feeribo01,Bob Feerick,1/2/1920
Ferrybo01,Bob Ferry,5/31/1937
Greacbo01,Bob Greacen,9/15/1947
Grossbo01,Bob Gross,8/3/1953
Hansebo01,Bob Hansen,1/18/1961
Harribo01,Bob Harris,3/16/1927
Harribo02,Bob Harrison,8/12/1927
Hogsebo01,Bob Hogsett,1/29/1941
Hopkibo01,Bob Hopkins,11/3/1934
Houbrbo01,Bob Houbregs,3/12/1932
Kauffbo01,Bob Kauffman,7/13/1946
Kinnebo01,Bob Kinney,9/16/1920
Laniebo01,Bob Lanier,9/10/1948
Lavoybo01,Bob Lavoy,6/29/1926
Lochmbo01,Bob Lochmueller,6/5/1927
Lovebo01,Bob Love,12/8/1942
Martibo01,Bob Martin,10/7/1969
Mccanbo01,Bob McCann,4/22/1964
Mcneibo01,Bob McNeill,10/22/1938
Millebo01,Bob Miller,7/9/1956
Naberbo01,Bob Naber,9/3/1929
Nashbo01,Bob Nash,8/24/1950
Peterbo01,Bob Peterson,1/25/1932
Pettibo01,Bob Pettit,12/12/1932
Portmbo01,Bob Portman,3/22/1947
Priddbo01,Bob Priddy,3/24/1930
Quickbo01,Bob Quick,3/5/1946
Rileybo01,Bob Riley,7/6/1948
Royerbo01,Bob Royer,10/15/1927
Rulebo01,Bob Rule,6/29/1944
Santibo01,Bob Santini,2/17/1935
Simsbo01,Bob Sims,10/9/1938
Surabo01,Bob Sura,3/25/1973
Thornbo01,Bob Thornton,7/10/1962
Toughbo01,Bob Tough,8/28/1920
Vergabo01,Bob Verga,9/7/1945
Warlibo01,Bob Warlick,3/20/1941
Weissbo01,Bob Weiss,5/7/1942
Wiesebo01,Bob Wiesenhahn,12/22/1938
Wilkebo01,Bob Wilkerson,8/15/1954
Willibo01,Bob Williams,5/12/1931
Wilsobo01,Bob Wilson,3/8/1926
Woodbo01,Bob Wood,10/7/1921
Cattabo01,Bobby Cattage,8/17/1958
Cookbo01,Bobby Cook,4/1/1923
Hurlebo01,Bobby Hurley,6/28/1971
Jacksbo01,Bobby Jackson,3/13/1973
Jonesbo01,Bobby Jones,12/18/1951
Jonesbo02,Bobby Jones,1/9/1984
Lewisbo01,Bobby Lewis,3/20/1945
Phillbo01,Bobby Phills,12/20/1969
Smithbo01,Bobby Smith,8/20/1937
Wanzebo01,Bobby Wanzer,6/4/1921
Washibo01,Bobby Washington,7/11/1947
Wilsobo03,Bobby Wilson,1/15/1951
Wellsbo01,Bonzi Wells,9/28/1976
Nachabo01,Boris Nachamkin,12/6/1933
Wrighbr02,Bracey Wright,7/1/1984
Bransbr01,Brad Branson,9/24/1958
Daughbr01,Brad Daugherty,10/19/1965
Davisbr01,Brad Davis,12/17/1955
Hollabr01,Brad Holland,12/6/1956
Lohaubr01,Brad Lohaus,9/29/1964
Sellebr01,Brad Sellers,12/17/1962
Wrighbr01,Brad Wright,3/26/1962
Walkebr01,Brady Walker,3/15/1921
Knighbr02,Brandin Knight,12/16/1981
Armstbr01,Brandon Armstrong,6/16/1980
Huntebr01,Brandon Hunter,11/24/1980
Willibr01,Brandon Williams,2/27/1975
Weidnbr01,Brant Weidner,10/28/1960
Mccanbr01,Brendan McCann,7/5/1935
Pricebr01,Brent Price,12/9/1968
Scottbr01,Brent Scott,6/15/1971
Szabobr01,Brett Szabo,2/1/1968
Vromabr01,Brett Vroman,12/25/1955
Knighbr01,Brevin Knight,11/8/1975
Davisbr02,Brian Davis,6/21/1970
Evansbr01,Brian Evans,9/13/1973
Grantbr01,Brian Grant,3/5/1972
Heanebr01,Brian Heaney,9/3/1946
Howarbr01,Brian Howard,10/19/1967
Martibr01,Brian Martin,8/18/1962
Olivebr01,Brian Oliver,6/1/1968
Quinnbr01,Brian Quinnett,5/30/1966
Rowsobr01,Brian Rowsom,10/23/1965
Shawbr01,Brian Shaw,3/22/1966
Taylobr01,Brian Taylor,6/9/1951
Wintebr01,Brian Winters,3/1/1952
Johnsbr01,Britton Johnsen,7/8/1979
Steppbr01,Brook Steppe,11/7/1959
Thompbr01,Brooks Thompson,7/19/1970
Bowenbr01,Bruce Bowen,6/14/1971
Douglbr01,Bruce Douglas,4/9/1964
Flowebr01,Bruce Flowers,6/13/1957
Halebr01,Bruce Hale,8/30/1918
Kuczebr01,Bruce Kuczenski,2/3/1961
Sealsbr01,Bruce Seals,6/18/1953
Warribr01,Bryan Warrick,7/22/1959
Reevebr01,Bryant Reeves,6/8/1973
Stithbr01,Bryant Stith,12/10/1970
Drewbr01,Bryce Drew,9/21/1974
Russebr01,Bryon Russell,12/31/1970
Wellsbu01,Bubba Wells,7/26/1974
Johnsbu01,Buck Johnson,1/3/1964
Willibu01,Buck Williams,3/8/1960
Grantbu01,Bud Grant,5/20/1927
Koperbu01,Bud Koper,8/9/1942
Jeannbu01,Buddy Jeannette,9/15/1917
Beardbu01,Butch Beard,5/4/1947
Cartebu01,Butch Carter,6/11/1958
Feherbu01,Butch Feher,5/19/1954
Gravebu01,Butch Graves,1/5/1962
Leebu01,Butch Lee,12/5/1956
Beckby01,Byron Beck,1/25/1945
Dinkiby01,Byron Dinkins,6/15/1967
Houstby01,Byron Houston,11/22/1969
Irvinby01,Byron Irvin,12/2/1966
Scottby01,Byron Scott,3/28/1961
Bowdlca01,Cal Bowdler,3/31/1977
Ramseca01,Cal Ramsey,7/13/1937
Cheanca01,Calbert Cheaney,7/17/1971
Jonesca01,Caldwell Jones,8/4/1950
Boothca01,Calvin Booth,5/7/1976
Garreca01,Calvin Garrett,7/11/1956
Murphca01,Calvin Murphy,5/9/1948
Nattca01,Calvin Natt,1/8/1957
Russeca02,Campy Russell,1/12/1952
Scurrca01,Carey Scurry,12/4/1962
Baileca01,Carl Bailey,4/23/1958
Braunca01,Carl Braun,9/25/1927
Henryca01,Carl Henry,8/16/1960
Herreca01,Carl Herrera,12/14/1966
Kilpaca01,Carl Kilpatrick,5/16/1956
Mcnulca01,Carl McNulty,2/14/1930
Nicksca01,Carl Nicks,10/6/1958
Shaefca01,Carl Shaeffer,10/25/1924
Thomaca01,Carl Thomas,10/3/1969
Clarkca01,Carlos Clark,8/10/1960
Rogerca01,Carlos Rogers,2/6/1971
Terryca01,Carlos Terry,6/22/1956
Mckinca01,Carlton McKinney,10/21/1964
Jacobca01,Casey Jacobsen,3/19/1981
Shawca01,Casey Shaw,7/20/1975
Russeca01,Cazzie Russell,6/7/1944
Ballce01,Cedric Ball,4/16/1968
Bozemce01,Cedric Bozeman,3/7/1983
Cebalce01,Cedric Ceballos,8/2/1969
Hendece01,Cedric Henderson,10/3/1965
Hendece02,Cedric Henderson,3/11/1975
Huntece01,Cedric Hunter,1/16/1965
Jacksce01,Cedric Jackson,3/5/1986
Lewisce01,Cedric Lewis,9/24/1969
Maxwece01,Cedric Maxwell,11/21/1955
Simmoce01,Cedric Simmons,1/3/1986
Hordgce01,Cedrick Hordges,1/8/1957
Trybace01,Cezary Trybanski,9/22/1979
Gallach01,Chad Gallagher,5/30/1969
Kinchch01,Chad Kinch,5/22/1958
Barklch01,Charles Barkley,2/20/1963
Bradlch01,Charles Bradley,5/16/1959
Claxtch01,Charles Claxton,12/13/1970
Dudlech01,Charles Dudley,3/5/1950
Jonesch01,Charles Jones,4/3/1957
Jonesch02,Charles Jones,1/12/1962
Obannch01,Charles O'Bannon,2/22/1975
Oaklech01,Charles Oakley,12/18/1963
Shackch01,Charles Shackleford,4/22/1966
Smithch01,Charles Smith,7/16/1965
Smithch02,Charles Smith,11/29/1967
Smithch04,Charles Smith,8/22/1975
Thomach01,Charles Thomas,10/3/1969
Blackch01,Charlie Black,6/15/1921
Crissch01,Charlie Criss,11/6/1948
Davisch01,Charlie Davis,9/7/1949
Hardnch01,Charlie Hardnett,9/13/1938
Parslch01,Charlie Parsley,10/13/1925
Paulkch01,Charlie Paulk,6/14/1946
Scottch01,Charlie Scott,12/15/1948
Sittoch01,Charlie Sitton,7/3/1962
Tyrach01,Charlie Tyra,8/16/1935
Wardch01,Charlie Ward,10/12/1970
Yelvech01,Charlie Yelverton,12/5/1948
Sambch01,Cheikh Samb,10/22/1984
Parksch02,Cherokee Parks,10/11/1972
Walkech01,Chet Walker,2/22/1940
Anstech01,Chris Anstey,1/1/1975
Carrch01,Chris Carr,3/12/1974
Childch01,Chris Childs,11/20/1967
Corchch01,Chris Corchiani,3/28/1968
Dudlech02,Chris Dudley,2/22/1965
Englech01,Chris Engler,3/1/1959
Fordch01,Chris Ford,1/11/1949
Gatlich01,Chris Gatling,9/3/1967
Harrich01,Chris Harris,8/11/1933
Herrech01,Chris Herren,9/27/1975
Jeffech01,Chris Jefferies,2/13/1980
Jentch01,Chris Jent,1/11/1970
Kingch01,Chris King,7/24/1969
Mccrach01,Chris McCray,5/27/1984
Mcneach01,Chris McNealy,7/15/1961
Mihmch01,Chris Mihm,7/16/1979
Millsch01,Chris Mills,1/25/1970
Morrich01,Chris Morris,1/20/1966
Mullich01,Chris Mullin,7/30/1963
Munkch01,Chris Munk,8/5/1967
Owensch01,Chris Owens,3/1/1979
Portech01,Chris Porter,5/9/1978
Richach01,Chris Richard,12/25/1984
Robinch01,Chris Robinson,4/2/1974
Smithch03,Chris Smith,5/17/1970
Taftch01,Chris Taft,3/10/1985
Washbch01,Chris Washburn,5/13/1965
Welpch01,Chris Welp,1/2/1964
Whitnch01,Chris Whitney,10/5/1971
Laettch01,Christian Laettner,8/17/1969
Aleksch01,Chuck Aleksinas,2/26/1959
Coopech01,Chuck Cooper,9/29/1926
Gilmuch01,Chuck Gilmur,8/13/1922
Grigsch01,Chuck Grigsby,8/15/1928
Mencech01,Chuck Mencel,4/21/1933
Mrazoch01,Chuck Mrazovich,2/26/1924
Nevitch01,Chuck Nevitt,6/13/1959
Noblech01,Chuck Noble,7/24/1931
Osborch01,Chuck Osborne,1/21/1939
Persoch01,Chuck Person,6/27/1964
Terrych01,Chuck Terry,9/27/1950
Willich02,Chuck Williams,6/6/1946
Willich03,Chuckie Williams,12/31/1953
Brownch01,Chucky Brown,2/29/1968
Glovecl01,Clarence Glover,11/1/1947
Keacl01,Clarence Kea,2/2/1959
Kellocl01,Clark Kellogg,7/2/1961
Englicl01,Claude English,12/26/1946
Gregocl01,Claude Gregory,12/26/1958
Overtcl01,Claude Overton,12/16/1927
Terrycl01,Claude Terry,1/12/1950
Johnscl02,Clay Johnson,7/18/1956
Haskicl01,Clem Haskins,7/11/1943
Johnscl01,Clemon Johnson,9/12/1956
Hillcl01,Cleo Hill,5/24/1938
Buckncl01,Cleveland Buckner,8/17/1938
Andercl01,Cliff Anderson,9/7/1944
Barkecl01,Cliff Barker,1/15/1921
Hagancl01,Cliff Hagan,12/9/1931
Levincl01,Cliff Levingston,1/4/1961
Meelycl01,Cliff Meely,7/10/1947
Pondecl01,Cliff Pondexter,9/15/1954
Willicl01,Cliff Williams,4/15/1945
Lettcl01,Clifford Lett,12/23/1965
Raycl01,Clifford Ray,1/21/1949
Roziecl01,Clifford Rozier,10/31/1972
Mcdancl01,Clint McDaniel,2/26/1972
Richacl01,Clint Richardson,8/7/1956
Wagercl01,Clint Wager,1/20/1920
Smithcl01,Clinton Smith,1/19/1964
Wheelcl01,Clinton Wheeler,10/27/1959
Drexlcl01,Clyde Drexler,6/22/1962
Leecl01,Clyde Lee,3/14/1944
Lovelcl01,Clyde Lovellette,9/7/1929
Mayescl01,Clyde Mayes,3/17/1953
Dietrco01,Coby Dietrick,7/23/1948
Henryco01,Conner Henry,7/21/1963
Dierkco01,Connie Dierking,10/2/1936
Hawkico01,Connie Hawkins,7/17/1942
Normaco01,Connie Norman,9/24/1953
Reaco01,Connie Rea,1/27/1935
Simmoco01,Connie Simmons,3/15/1925
Beckco01,Corey Beck,5/27/1971
Benjaco01,Corey Benjamin,2/24/1978
Crowdco01,Corey Crowder,4/13/1969
Gaineco01,Corey Gaines,6/1/1965
Blounco01,Corie Blount,1/4/1969
Calhoco01,Corky Calhoun,11/1/1950
Willico02,Corliss Williamson,12/4/1973
Cashco01,Cornelius Cash,3/3/1952
Warneco01,Cornell Warner,8/12/1948
Thompco01,Corny Thompson,2/5/1960
Edwarco01,Corsley Edwards,3/5/1979
Alexaco01,Cory Alexander,6/22/1973
Blackco01,Cory Blackwell,3/27/1963
Carrco01,Cory Carr,12/5/1975
Alexaco02,Courtney Alexander,4/27/1977
Simsco01,Courtney Sims,10/21/1983
Mcqueco01,Cozell McQueen,1/18/1962
Dykemcr01,Craig Dykema,6/11/1959
Ehlocr01,Craig Ehlo,8/11/1961
Hodgecr01,Craig Hodges,6/27/1960
Nealcr01,Craig Neal,2/16/1964
Raymocr01,Craig Raymond,4/5/1945
Sheltcr01,Craig Shelton,5/1/1957
Spitzcr01,Craig Spitzer,12/18/1945
Marticu01,Cuonzo Martin,9/23/1971
Borchcu01,Curtis Borchardt,9/13/1980
Kitchcu01,Curtis Kitchen,1/30/1964
Perrycu01,Curtis Perry,9/13/1948
Rowecu01,Curtis Rowe,7/2/1949
Moblecu01,Cuttino Mobley,9/1/1975
Wilcudc01,D.C. Wilcutt,3/25/1923
Wagneda02,Dajuan Wagner,2/4/1983
Davisda01,Dale Davis,3/25/1969
Ellisda01,Dale Ellis,8/6/1960
Hamilda01,Dale Hamilton,8/16/1919
Schluda01,Dale Schlueter,11/12/1945
Wilkida01,Dale Wilkinson,3/18/1960
Comegda01,Dallas Comegys,8/17/1964
Markoda01,Damir Markota,12/26/1985
Jonesda01,Damon Jones,8/25/1976
Stoudda01,Damon Stoudamire,9/3/1973
Brownda02,Damone Brown,6/28/1979
Dickada01,Dan Dickau,9/16/1978
Godfrda01,Dan Godfread,6/14/1967
Isselda01,Dan Issel,10/25/1948
Kingda01,Dan King,1/7/1931
Langhda01,Dan Langhi,11/28/1977
Majerda01,Dan Majerle,9/9/1965
Mcclida01,Dan McClintock,4/19/1977
Osullda01,Dan O'Sullivan,3/3/1968
Roundda01,Dan Roundfield,5/26/1953
Swartda01,Dan Swartz,12/23/1934
Tiemada01,Dan Tieman,11/30/1940
Barroda01,Dana Barros,4/13/1967
Suttlda01,Dane Suttle,8/9/1961
Ewingda01,Daniel Ewing,3/26/1983
Santida01,Daniel Santiago,6/24/1976
Aingeda01,Danny Ainge,3/17/1959
Doyleda01,Danny Doyle,2/6/1940
Ferryda01,Danny Ferry,10/17/1966
Fortsda01,Danny Fortson,3/27/1976
Mannida01,Danny Manning,5/17/1966
Vraneda01,Danny Vranes,10/29/1958
Wagneda01,Danny Wagner,8/1/1922
Youngda01,Danny Young,7/26/1962
Milesda01,Darius Miles,10/9/1981
Songada01,Darius Songaila,2/14/1978
Washida01,Darius Washington,12/6/1985
Hillmda01,Darnell Hillman,8/29/1949
Jacksda01,Darnell Jackson,11/7/1985
Meeda01,Darnell Mee,2/11/1971
Valenda01,Darnell Valentine,2/3/1959
Imhofda01,Darrall Imhoff,10/11/1938
Allumda01,Darrell Allums,9/12/1958
Armstda01,Darrell Armstrong,6/22/1968
Elstoda01,Darrell Elston,8/15/1952
Griffda01,Darrell Griffith,6/16/1958
Lockhda01,Darrell Lockhart,9/14/1960
Walkeda01,Darrell Walker,3/9/1961
Dayeda01,Darren Daye,11/30/1960
Mornida01,Darren Morningstar,4/22/1969
Tillida01,Darren Tillis,2/23/1960
Martida01,Darrick Martin,3/6/1971
Hancoda01,Darrin Hancock,11/3/1971
Dawkida01,Darryl Dawkins,1/11/1957
Johnsda02,Darryl Johnson,10/26/1965
Hamda01,Darvin Ham,7/23/1973
Cookda01,Darwin Cook,8/6/1958
Battoda01,Dave Batton,3/26/1956
Bingda01,Dave Bing,11/24/1943
Buddda01,Dave Budd,10/28/1938
Corzida01,Dave Corzine,4/25/1956
Cowenda01,Dave Cowens,10/25/1948
Debusda01,Dave DeBusschere,10/16/1940
Deutsda01,Dave Deutsch,5/13/1945
Fedorda01,Dave Fedor,12/10/1940
Feitlda01,Dave Feitl,6/8/1962
Gambeda01,Dave Gambee,4/16/1937
Gunthda01,Dave Gunther,7/22/1937
Hendeda01,Dave Henderson,7/21/1964
Hoppeda01,Dave Hoppen,3/13/1964
Jamerda01,Dave Jamerson,8/13/1967
Johnsda01,Dave Johnson,11/16/1970
Lattida01,Dave Lattin,12/23/1943
Magleda01,Dave Magley,11/24/1959
Meyerda01,Dave Meyers,4/21/1953
Minorda01,Dave Minor,2/23/1922
Newmada01,Dave Newmark,9/11/1946
Piontda01,Dave Piontek,8/27/1934
Popsoda01,Dave Popson,5/17/1964
Robisda01,Dave Robisch,12/22/1949
Schelda01,Dave Schellhase,10/14/1944
Scholda01,Dave Scholz,4/12/1948
Sorenda01,Dave Sorenson,7/8/1948
Stallda01,Dave Stallworth,12/20/1941
Twardda01,Dave Twardzik,9/20/1950
Wohlda01,Dave Wohl,11/2/1949
Zelleda01,Dave Zeller,6/8/1939
Benoida01,David Benoit,5/9/1968
Burnsda01,David Burns,7/3/1958
Cookeda01,David Cooke,9/27/1963
Harrida01,David Harrison,8/15/1982
Noelda01,David Noel,2/27/1984
Popeda01,David Pope,4/15/1962
Riverda01,David Rivers,1/20/1965
Thirdda01,David Thirdkill,4/12/1960
Thompda01,David Thompson,7/13/1954
Vaughda02,David Vaughn,3/23/1973
Wesleda01,David Wesley,11/14/1970
Wingada01,David Wingate,12/15/1963
Woodda01,David Wood,11/30/1964
Garrede01,Dean Garrett,11/27/1966
Meminde01,Dean Meminger,5/13/1948
Olivede01,Dean Oliver,11/5/1978
Tolsode01,Dean Tolson,11/25/1951
Willode01,Dedric Willoughby,5/27/1974
Brownde01,Dee Brown,11/29/1968
Brownde03,Dee Brown,8/17/1984
Gibsode01,Dee Gibson,8/25/1923
Wheatde01,DeJuan Wheat,10/14/1973
Beshode01,Del Beshore,11/29/1956
Ruddde01,Delaney Rudd,11/8/1962
Curryde01,Dell Curry,6/25/1964
Dempsde01,Dell Demps,2/12/1970
Johnsde02,DeMarco Johnson,10/6/1975
Nelsode01,DeMarcus Nelson,11/2/1985
Nichode01,Demetris Nichols,9/4/1984
Calipde01,Demetrius Calip,11/18/1969
Gaide01,Deng Gai,3/22/1982
Awtrede01,Dennis Awtrey,2/22/1948
Bellde01,Dennis Bell,6/2/1951
Boydde01,Dennis Boyd,5/21/1954
Duvalde01,Dennis DuVal,3/31/1952
Hamilde01,Dennis Hamilton,5/8/1944
Hopsode01,Dennis Hopson,4/22/1965
Johnsde01,Dennis Johnson,9/18/1954
Nuttde01,Dennis Nutt,3/25/1963
Rodmade01,Dennis Rodman,5/13/1961
Scottde01,Dennis Scott,9/5/1968
Stewade01,Dennis Stewart,4/11/1947
Anderde01,Derek Anderson,7/18/1974
Grimmde01,Derek Grimm,8/3/1974
Harpede01,Derek Harper,10/13/1961
Hoodde01,Derek Hood,12/22/1976
Smithde02,Derek Smith,11/1/1961
Stronde01,Derek Strong,2/9/1968
Johnsde03,DerMarr Johnson,5/5/1980
Oconnde01,Dermie O'Connell,4/13/1928
Dickede01,Derrek Dickey,3/20/1951
Alstode01,Derrick Alston,8/20/1972
Chievde01,Derrick Chievous,7/3/1967
Colemde01,Derrick Coleman,6/21/1967
Dialde01,Derrick Dial,12/20/1975
Gervide01,Derrick Gervin,3/28/1963
Mckeyde01,Derrick McKey,10/10/1966
Phelpde01,Derrick Phelps,7/31/1972
Rowlade01,Derrick Rowland,6/21/1959
Zimmede01,Derrick Zimmerman,12/2/1981
Farmede01,Desmon Farmer,10/7/1981
Fergude01,Desmond Ferguson,7/22/1977
Masonde01,Desmond Mason,10/11/1977
Penigde01,Desmond Penigar,7/16/1981
Schrede01,Detlef Schrempf,1/21/1963
Georgde01,Devean George,8/29/1977
Brownde02,Devin Brown,12/30/1978
Durrade01,Devin Durrant,10/20/1960
Greende01,Devin Green,10/25/1982
Boneyde01,Dexter Boney,4/27/1970
Cambrde01,Dexter Cambridge,1/29/1970
